Epoch,Example,AutoencodedExample,Accuracy
4,{-7.0}>{8.0}<{-4.0}>{15.0}<operation_cooldown>{-7.0}<{-13.0}-{-10.0}/{8.0}<operation_cooldown*job_remaining_work_to_complete>{8.0}/{8.0}*pair_number_of_alternative_operations>machine_current_breakdown_rate>{-3.0}EOS,pair_number_of_alternative_machinesmachine_replacement_cooldown{8.0}{-6.5}{12.0}job_earliness_penalty{-4.5}>operation_windup{12.5}job_earliness_penalty{-6.0}{-3.0}{5.5}operation_work_required{-6.0}{-12.5}machine_capacity{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{-13.0}{4.0}{-9.5}{-2.5}{14.0}{10.0}{4.0},0.03125
5,{-7.0}>{8.0}<{-4.0}>{15.0}<operation_cooldown>{-7.0}<{-13.0}-{-10.0}/{8.0}<operation_cooldown*job_remaining_work_to_complete>{8.0}/{8.0}*pair_number_of_alternative_operations>machine_current_breakdown_rate>{-3.0}EOS,pair_number_of_alternative_machines<{8.0}{-6.0}{12.0}job_earliness_penalty{-4.5}>operation_windup{12.5}job_earliness_penalty{-6.0}{15.0}{5.5}operation_work_required{-13.0}machine_cooldownmachine_capacity{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_timemachine_capacity{4.0}{-14.0}{-2.5}{14.0}{10.0}{4.0},0.03125
4,{-8.0}*job_earliness_penalty+{12.0}<{-10.0}/job_remaining_work_to_complete/{8.0}-{-8.0}+operation_work_required+{9.0}+job_relative_deadline-{-1.0}*job_remaining_number_of_operations-{0.0}/{-7.0}+machine_cooldown-{5.0}EOS,pair_number_of_alternative_machinesjob_remaining_work_to_complete{8.0}{-15.0}job_time_aliveNULLNULL{-11.5}{-7.0}{12.5}job_earliness_penalty{-6.0}pair_number_of_alternative_operations{5.5}{-11.5}{-13.0}job_lateness_penaltyNULL{13.0}machine_replacement_cooldown{-12.0}{1.0}{11.0}operation_work_required{3.5}{-2.0}{3.0}{6.0}{-11.5}{-4.0}pair_number_of_alternative_machines{-15.0},0.0
5,{-8.0}*job_earliness_penalty+{12.0}<{-10.0}/job_remaining_work_to_complete/{8.0}-{-8.0}+operation_work_required+{9.0}+job_relative_deadline-{-1.0}*job_remaining_number_of_operations-{0.0}/{-7.0}+machine_cooldown-{5.0}EOS,pair_number_of_alternative_machines{-1.0}{8.0}NULLjob_time_alive{14.5}NULL{-11.5}{-7.0}{12.5}job_earliness_penalty{-6.0}pair_number_of_alternative_operations{5.5}{-11.5}{-13.0}job_lateness_penaltymachine_capacity{-1.0}EOS{-0.5}{1.0}{11.0}operation_work_required{3.5}machine_capacity{3.0}{-9.5}{-11.5}{-4.0}pair_number_of_alternative_machines{-13.5},0.0
4,{-8.0}+{-12.0}>operation_cooldown>{0.0}-job_relative_deadline>{9.0}*pair_number_of_alternative_machines/{-8.0}<{-9.0}-job_relative_deadline>{13.0}+{7.0}*{13.0}/warehouse_utilization_rate>{7.0}<warehouse_utilization_rateEOS,>{-6.5}{8.0}{-15.0}{12.0}job_earliness_penalty{1.5}{1.5}{-7.0}{12.5}{-9.5}{-6.0}pair_number_of_alternative_operationsmachine_replacement_cooldown{7.0}{-1.0}machine_cooldownpair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{-2.0}{3.0}{-9.5}{12.5}{-4.0}{10.0}{10.0},0.0
5,{-8.0}+{-12.0}>operation_cooldown>{0.0}-job_relative_deadline>{9.0}*pair_number_of_alternative_machines/{-8.0}<{-9.0}-job_relative_deadline>{13.0}+{7.0}*{13.0}/warehouse_utilization_rate>{7.0}<warehouse_utilization_rateEOS,>-{8.0}{12.0}job_time_alivejob_earliness_penalty{-2.0}{1.5}{-7.0}{12.5}job_earliness_penalty{-6.0}pair_number_of_alternative_operationsmachine_cooldown{7.0}{-13.0}machine_cooldownpair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}{4.5}operation_work_required{4.5}machine_capacity{3.0}{-9.5}{12.5}operation_work_required{10.0}{-13.5},0.0
4,{-8.0}-machine_capacity*{11.0}-{2.0}-{1.0}<{-9.0}+{10.0}+pair_number_of_alternative_machines*machine_replacement_cooldown>{1.0}-machine_capacity>pair_number_of_alternative_machines>job_remaining_number_of_operations*{8.0}*job_earliness_penalty>{14.0}EOS,pair_number_of_alternative_machines{12.0}{8.0}{-5.0}{12.0}NULL{-10.0}{1.5}{6.0}{12.5}job_earliness_penalty{-6.0}machine_capacity{-9.5}{7.0}{-6.0}machine_cooldownNULL{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{-13.0}{3.0}{-9.5}{-2.5}{-4.0}{10.0}{10.0},0.0
5,{-8.0}-machine_capacity*{11.0}-{2.0}-{1.0}<{-9.0}+{10.0}+pair_number_of_alternative_machines*machine_replacement_cooldown>{1.0}-machine_capacity>pair_number_of_alternative_machines>job_remaining_number_of_operations*{8.0}*job_earliness_penalty>{14.0}EOS,pair_number_of_alternative_machines{-1.0}{8.0}{1.0}{12.0}NULL{-7.5}>{6.0}{12.5}job_earliness_penalty{-6.0}machine_capacityjob_earliness_penalty{7.0}{-6.0}machine_cooldownNULL{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{4.5}{-10.5}{3.0}{-9.5}job_relative_deadline{-4.0}{10.0}{10.0},0.0
4,{-8.0}-{5.0}*{14.0}>{12.0}>{8.0}>{8.0}<job_delivery_relaxation*{-2.0}+{-9.0}-{-12.0}<{13.0}*{-3.0}>{-3.0}<machine_current_breakdown_rate-{-12.0}<{-13.0}EOS,pair_number_of_alternative_machines-{8.0}{-6.5}{-13.5}{12.0}{14.5}{-15.0}{6.0}<job_earliness_penalty{7.0}{14.0}machine_replacement_cooldown{7.0}{-6.0}job_lateness_penaltymachine_capacity{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_required{4.5}machine_capacity{3.0}{-9.5}{-2.5}{-4.0}>{-15.0},0.03125
5,{-8.0}-{5.0}*{14.0}>{12.0}>{8.0}>{8.0}<job_delivery_relaxation*{-2.0}+{-9.0}-{-12.0}<{13.0}*{-3.0}>{-3.0}<machine_current_breakdown_rate-{-12.0}<{-13.0}EOS,{-14.5}-{8.0}NULL{8.0}{10.5}{14.0}>{6.0}<{4.0}{7.0}{14.0}job_earliness_penalty{7.0}{-13.0}job_lateness_penaltymachine_capacity{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_required{4.5}machine_capacity{3.0}{-9.5}{-2.5}{-4.0}>{-15.0},0.0625
4,{-8.0}/{-11.0}>{-6.0}-{-8.0}>machine_cooldown-job_time_alive*job_time_alive>{-6.0}+{7.0}>{4.0}<job_lateness_penalty/job_time_alive<{5.0}*{-15.0}+{0.0}*{0.0}EOS,machine_cooldown){8.0}{-6.0}{12.0}{-4.0}{1.5}>{-7.0}{12.5}job_earliness_penalty{-6.0}{14.0}machine_replacement_cooldownoperation_work_required{-6.0}{-12.5}pair_expected_processing_time{-12.5}<{-12.0}{1.0}{11.0}operation_work_requiredjob_earliness_penalty{-13.0}{3.0}{-9.5}{12.5}{10.5}{10.0}EOS,0.09375
5,{-8.0}/{-11.0}>{-6.0}-{-8.0}>machine_cooldown-job_time_alive*job_time_alive>{-6.0}+{7.0}>{4.0}<job_lateness_penalty/job_time_alive<{5.0}*{-15.0}+{0.0}*{0.0}EOS,machine_cooldown-{8.0}{-6.0}{12.0}{-4.0}{-4.5}>{-7.0}{12.5}job_earliness_penalty{-6.0}{14.0}pair_number_of_alternative_machinesoperation_work_required{-13.0}machine_cooldownpair_expected_processing_time{-1.0}<{-12.0}{1.0}{11.0}operation_work_required{-9.0}{-13.0}{3.0}{-9.5}{12.5}{10.5}>EOS,0.09375
4,{-8.0}/{7.0}/{-6.0}>{-6.0}+job_relative_deadline+{-9.0}*{-12.0}+{11.0}-{-11.0}<{12.0}/{-2.0}<{1.0}-{6.0}*{4.0}*{-2.0}/{1.0}EOS,pair_number_of_alternative_machines{12.0}{8.0}{-5.0}{12.0}NULL{-4.5}job_remaining_work_to_complete{-3.0}{12.5}{-10.0}{-6.0}pair_number_of_alternative_operations>{-10.5}{-6.0}{5.0}job_delivery_relaxation{-12.5}EOS{-12.0}{1.0}{6.5}operation_work_requiredpair_expected_processing_time{6.5}{3.0}{3.5}job_relative_deadline{10.5}{10.0}{10.0},0.0
5,{-8.0}/{7.0}/{-6.0}>{-6.0}+job_relative_deadline+{-9.0}*{-12.0}+{11.0}-{-11.0}<{12.0}/{-2.0}<{1.0}-{6.0}*{4.0}*{-2.0}/{1.0}EOS,pair_number_of_alternative_machines{12.0}{8.0}{-5.0}{12.0}{10.5}{-4.5}>{-3.0}{12.5}{5.5}{-6.0}pair_number_of_alternative_operations>{-10.5}{-13.0}machine_cooldownjob_delivery_relaxation{-12.5}EOS{-12.0}{1.0}{-9.5}operation_work_requiredpair_expected_processing_time{6.5}{3.0}{-9.5}job_relative_deadline{10.5}{10.0}EOS,0.03125
4,{-8.0}<{-11.0}+{-6.0}-{-14.0}*{9.0}+pair_number_of_alternative_machines>{-11.0}>{-15.0}/{11.0}+{6.0}<{14.0}-{-1.0}*{-3.0}<{-14.0}>{2.0}-{-12.0}EOS,{-14.5}{12.0}{8.0}{-5.0}{12.0}{14.0}{13.5}job_remaining_work_to_complete{-3.0}{12.5}{-9.5}operation_work_requiredpair_number_of_alternative_operations{5.5}{7.0}operation_cooldownmachine_cooldownNULL{-12.5}EOS{-12.0}{1.0}{6.5}pair_number_of_alternative_operations{4.5}{-13.0}{3.0}{-9.5}{-2.5}{14.0}{2.5}EOS,0.03125
5,{-8.0}<{-11.0}+{-6.0}-{-14.0}*{9.0}+pair_number_of_alternative_machines>{-11.0}>{-15.0}/{11.0}+{6.0}<{14.0}-{-1.0}*{-3.0}<{-14.0}>{2.0}-{-12.0}EOS,{-14.5}job_lateness_penalty{8.0}{13.0}{12.0}{14.0}{-2.0}>{6.0}<job_earliness_penalty{8.0}{14.0}{5.5}{7.0}operation_cooldownmachine_cooldownmachine_capacity{-12.5}EOS{-12.0}{1.0}{6.5}pair_number_of_alternative_operations{4.5}+{3.0}{-9.5}machine_cooldown{14.0}>EOS,0.03125
4,{-8.0}<{8.0}-job_delivery_relaxation<{-9.0}*{14.0}/job_remaining_work_to_complete>job_remaining_work_to_complete-{13.0}/{-13.0}*{11.0}/{14.0}>{-3.0}>job_earliness_penalty>{-1.0}-{-15.0}>{-11.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-6.5}{-12.0}job_earliness_penalty{-4.5}{-11.5}{-3.0}{12.5}{5.5}{7.0}machine_capacity>{14.5}{-5.0}machine_cooldownpair_expected_processing_time{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{-9.0}{7.5}{-9.0}pair_expected_processing_time{-2.5}{-4.0}{10.0}{-15.0},0.03125
5,{-8.0}<{8.0}-job_delivery_relaxation<{-9.0}*{14.0}/job_remaining_work_to_complete>job_remaining_work_to_complete-{13.0}/{-13.0}*{11.0}/{14.0}>{-3.0}>job_earliness_penalty>{-1.0}-{-15.0}>{-11.0}EOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}NULL{-12.0}job_earliness_penalty{-7.5}{-11.5}{-3.0}{12.5}{5.5}{7.0}machine_capacity>{7.0}{-5.0}machine_cooldownpair_expected_processing_time{-12.5}job_relative_deadline{-12.0}{1.0}{11.0}operation_work_required{4.5}machine_capacity{-9.0}pair_expected_processing_time{-2.5}{10.5}{10.0}{-15.0},0.03125
4,{-8.0}>{8.0}*{11.0}+{3.0}-{-12.0}>{13.0}+job_lateness_penalty-{1.0}-{0.0}+{-12.0}*{-11.0}-{4.0}*{13.0}<{-4.0}/operation_windup*{4.0}EOS,machine_cooldown{12.0}{8.0}{-5.0}{12.0}{-4.0}NULLjob_remaining_work_to_complete{6.0}{12.5}{5.5}{-6.0}{14.0}{-9.5}operation_work_requiredpair_expected_work_powermachine_cooldownmachine_capacity{-12.5}{12.5}{-12.0}{1.0}{6.5}operation_work_required{11.5}{-13.0}{3.0}{3.5}{-2.5}{-4.0}{10.0}EOS,0.0625
5,{-8.0}>{8.0}*{11.0}+{3.0}-{-12.0}>{13.0}+job_lateness_penalty-{1.0}-{0.0}+{-12.0}*{-11.0}-{4.0}*{13.0}<{-4.0}/operation_windup*{4.0}EOS,machine_cooldown{12.0}{8.0}{-6.0}{12.0}{-4.0}NULL>{6.0}{12.5}job_earliness_penalty{-6.0}{1.0}{-6.5}operation_work_requiredpair_expected_work_powermachine_cooldownmachine_capacity{-12.5}EOS{-12.0}{1.0}{4.5}operation_work_required{13.0}{-13.0}{3.0}{-9.5}{-2.5}{-4.0}{10.0}EOS,0.09375
4,{-9.0}*{-7.0}/operation_cooldown*{13.0}-{-14.0}/{0.0}<{-12.0}*{-8.0}+pair_number_of_alternative_machines-{5.0}-pair_number_of_alternative_machines*job_time_alive-{3.0}<{14.0}*{2.0}+{8.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-14.5}{12.0}{-4.0}NULL{6.0}{6.0}{12.5}job_earliness_penalty{-6.0}pair_number_of_alternative_operationsmachine_replacement_cooldown{-10.5}{-6.0}machine_cooldownNULL{-12.5}EOS{-12.0}{1.0}{1.5}operation_work_required{4.5}machine_capacity{3.0}pair_expected_processing_time{-2.5}{-4.0}{10.0}{-15.0},0.0
5,{-9.0}*{-7.0}/operation_cooldown*{13.0}-{-14.0}/{0.0}<{-12.0}*{-8.0}+pair_number_of_alternative_machines-{5.0}-pair_number_of_alternative_machines*job_time_alive-{3.0}<{14.0}*{2.0}+{8.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-14.5}{12.0}{-4.0}NULL{6.0}{6.0}{12.5}job_earliness_penalty{-6.0}pair_number_of_alternative_operations{-10.0}operation_work_requiredoperation_cooldownmachine_cooldownNULL{-12.5}{2.5}{-12.0}{1.0}{1.5}<{4.5}machine_capacity{3.0}{-9.5}{-2.5}{-4.0}{10.0}EOS,0.03125
4,{-9.0}+machine_capacity>{-13.0}-{6.0}<{14.0}+{3.0}-{5.0}/{2.0}/{1.0}*{7.0}-{-12.0}+{-12.0}+operation_windup*{8.0}<{3.0}>pair_number_of_alternative_machinesEOS,pair_number_of_alternative_machines-{8.0}{12.0}{-3.0}job_earliness_penaltyNULL{6.0}{-3.0}{12.5}job_earliness_penalty{-6.0}{15.0}{5.5}operation_work_required{-6.0}machine_cooldownpair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_timemachine_capacity{3.0}{3.5}{-2.5}{10.5}{10.0}{4.0},0.03125
5,{-9.0}+machine_capacity>{-13.0}-{6.0}<{14.0}+{3.0}-{5.0}/{2.0}/{1.0}*{7.0}-{-12.0}+{-12.0}+operation_windup*{8.0}<{3.0}>pair_number_of_alternative_machinesEOS,pair_number_of_alternative_machines<{8.0}{12.0}{-3.0}job_earliness_penaltyNULL{6.0}{-3.0}{12.5}job_earliness_penalty{-6.0}{15.0}{5.5}operation_work_required{-6.0}machine_cooldownpair_expected_processing_timemachine_replacement_cooldownEOS{-12.0}{1.0}{1.5}operation_work_required{-14.0}machine_capacity{-3.0}{3.5}machine_cooldown{9.0}{10.0}{4.0},0.03125
4,{-9.0}+pair_expected_work_power+pair_number_of_alternative_machines<{12.0}/{14.0}/{-8.0}+{-5.0}/machine_current_breakdown_rate+machine_capacity-{-6.0}+pair_expected_processing_time+machine_capacity-{12.0}+machine_current_breakdown_rate+{4.0}<{0.0}EOS,pair_number_of_alternative_machines{7.5}{8.0}{-6.5}job_time_alive{-4.0}NULL<{6.0}{12.5}{-9.5}{-6.0}+{-9.5}{7.0}{5.5}job_lateness_penaltyNULL{-12.5}{4.0}{-12.0}{1.0}{11.0}operation_work_required{-12.5}machine_capacity{3.0}{-9.5}{-2.5}{-4.0}{2.5}{-15.0},0.0
5,{-9.0}+pair_expected_work_power+pair_number_of_alternative_machines<{12.0}/{14.0}/{-8.0}+{-5.0}/machine_current_breakdown_rate+machine_capacity-{-6.0}+pair_expected_processing_time+machine_capacity-{12.0}+machine_current_breakdown_rate+{4.0}<{0.0}EOS,pair_number_of_alternative_machines-{8.0}{-15.0}job_time_alive{-4.0}NULLmachine_replacement_cooldownpair_expected_work_power{12.5}job_earliness_penalty{-6.0}{-2.0}{-9.5}{7.0}{9.0}job_lateness_penaltymachine_capacity{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{-12.5}machine_capacity{4.0}{-9.5}{-2.5}{-4.0}{10.0}EOS,0.03125
4,{-9.0}>{2.0}/{8.0}/{9.0}>{7.0}>{11.0}>{-13.0}+machine_replacement_cooldown/{-4.0}+{8.0}-{-1.0}*{8.0}/{2.0}>{13.0}+operation_windup/{-6.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-6.0}{12.0}NULL{-14.0}machine_replacement_cooldown{6.0}{7.5}job_relative_deadline{-6.0}pair_number_of_alternative_operations{12.5}operation_work_required{-6.0}machine_cooldownNULL{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{11.5}machine_current_breakdown_rate{3.0}{6.0}{-2.5}{-4.0}{2.5}EOS,0.03125
5,{-9.0}>{2.0}/{8.0}/{9.0}>{7.0}>{11.0}>{-13.0}+machine_replacement_cooldown/{-4.0}+{8.0}-{-1.0}*{8.0}/{2.0}>{13.0}+operation_windup/{-6.0}EOS,machine_cooldown{-6.5}{8.0}{-6.0}{12.0}{14.5}NULLmachine_replacement_cooldown{6.0}EOS{4.0}{-6.0}{1.0}{12.5}operation_work_requiredoperation_cooldownmachine_cooldownNULL{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_required{11.5}{-13.0}{3.0}{-9.5}{-2.5}{-4.0}>{-14.5},0.0
4,{0.0}*job_time_alive*{-2.0}<pair_number_of_alternative_machines>{-7.0}/{-10.0}*job_relative_deadline+{-8.0}*machine_cooldown-machine_current_breakdown_rate*pair_expected_work_power>{10.0}>{-1.0}+{2.0}*{9.0}<pair_expected_processing_timeEOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}NULL{12.0}{-4.0}{-4.5}{6.0}{6.0}{12.5}{10.5}{-6.0}machine_capacity{5.5}job_earliness_penalty{-6.0}{-12.5}job_delivery_relaxation{-12.5}EOS{-12.0}{1.0}>operation_work_requiredpair_expected_processing_time{-13.0}{3.0}{-9.5}{-2.5}{-4.0}{10.0}{-15.0},0.0
5,{0.0}*job_time_alive*{-2.0}<pair_number_of_alternative_machines>{-7.0}/{-10.0}*job_relative_deadline+{-8.0}*machine_cooldown-machine_current_breakdown_rate*pair_expected_work_power>{10.0}>{-1.0}+{2.0}*{9.0}<pair_expected_processing_timeEOS,NULLjob_lateness_penaltyoperation_work_requiredNULL{12.0}{-4.0}{-4.5}>{6.0}{12.5}{10.5}{-6.0}machine_capacityjob_earliness_penaltyoperation_work_required{-6.0}machine_cooldownjob_delivery_relaxation{-12.5}EOS{-12.0}{1.0}{1.5}operation_work_required{4.5}{-13.0}{3.0}{-9.5}{-2.5}{-4.0}>{10.0},0.0625
4,{0.0}*{-13.0}+{-7.0}-{-5.0}-{13.0}/{1.0}<{11.0}/{1.0}+{-1.0}<{-14.0}/pair_number_of_alternative_operations-machine_replacement_cooldown>{-10.0}/{0.0}>{5.0}+{-7.0}EOS,pair_number_of_alternative_machines){8.0}job_lateness_penalty{-9.0}NULL{-2.0}{8.0}{-7.0}{12.5}{5.5}operation_work_requiredpair_number_of_alternative_operations>{-10.5}{-13.0}machine_cooldown{-0.5}{-12.5}pair_expected_processing_time{-12.0}{1.0}machine_current_breakdown_rateoperation_work_required{3.5}{7.5}{3.0}{-9.5}{-2.5}EOS{10.0}{-15.0},0.0
5,{0.0}*{-13.0}+{-7.0}-{-5.0}-{13.0}/{1.0}<{11.0}/{1.0}+{-1.0}<{-14.0}/pair_number_of_alternative_operations-machine_replacement_cooldown>{-10.0}/{0.0}>{5.0}+{-7.0}EOS,pair_number_of_alternative_machines<{8.0}{12.0}{13.0}job_earliness_penalty{-2.0}>{6.0}{12.5}{5.5}operation_work_requiredpair_number_of_alternative_operations>operation_work_required{-13.0}machine_cooldownmachine_capacity{-12.5}{12.5}{-12.0}{1.0}{4.5}<{4.5}{6.5}{-3.0}{-9.5}job_relative_deadline{-11.5}{10.0}EOS,0.03125
4,{0.0}*{13.0}*{11.0}+{0.0}/{9.0}+{-12.0}*{-3.0}>{5.0}-machine_capacity/{-14.0}+{15.0}<job_earliness_penalty/{-9.0}<{-8.0}-{-1.0}-operation_work_requiredEOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{12.0}{6.5}NULL{6.0}{6.0}{12.5}{-9.5}{4.5}pair_number_of_alternative_operations>operation_work_required{-7.0}machine_cooldownjob_relative_deadline{-12.5}EOS{-12.0}{1.0}{-11.0}pair_number_of_alternative_operationspair_expected_processing_time{-13.0}{3.0}{-9.5}{-2.5}{-4.0}{10.0}{10.0},0.03125
5,{0.0}*{13.0}*{11.0}+{0.0}/{9.0}+{-12.0}*{-3.0}>{5.0}-machine_capacity/{-14.0}+{15.0}<job_earliness_penalty/{-9.0}<{-8.0}-{-1.0}-operation_work_requiredEOS,pair_number_of_alternative_machines{-6.5}{8.0}{-5.0}{12.0}{6.5}NULL{6.0}{6.0}{12.5}{4.0}{4.5}pair_number_of_alternative_operationsjob_earliness_penaltyoperation_work_required{-13.0}machine_cooldownjob_relative_deadline{-12.5}EOS{-12.0}{1.0}{4.5}pair_number_of_alternative_operations{-9.0}{-1.5}{-9.0}{-9.5}{-2.5}{-4.0}{10.0}{10.0},0.03125
4,{0.0}+pair_number_of_alternative_machines+{14.0}-{-13.0}+{9.0}*pair_expected_processing_time<{-6.0}*{1.0}<{8.0}/{-14.0}<{-14.0}+job_remaining_work_to_complete+{-8.0}+pair_expected_processing_time<{13.0}+{11.0}EOS,pair_number_of_alternative_machines-{8.0}{-5.0}{12.0}job_earliness_penalty{-2.0}{6.0}{-7.0}{12.5}{-9.0}{7.0}pair_number_of_alternative_operations{-9.5}operation_work_required{9.0}machine_cooldownpair_expected_processing_time{-12.5}job_remaining_work_to_complete{10.5}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{6.5}{3.0}{-9.5}{-2.5}{14.0}{10.0}{10.0},0.0
5,{0.0}+pair_number_of_alternative_machines+{14.0}-{-13.0}+{9.0}*pair_expected_processing_time<{-6.0}*{1.0}<{8.0}/{-14.0}<{-14.0}+job_remaining_work_to_complete+{-8.0}+pair_expected_processing_time<{13.0}+{11.0}EOS,NULL-{8.0}{12.0}{12.0}job_earliness_penalty{-2.0}{6.0}{6.0}{12.5}{-13.5}{7.0}NULL{-6.5}operation_work_required{-13.0}machine_cooldownpair_expected_processing_time{-12.5}{-1.5}{-6.5}{1.0}{10.5}pair_number_of_alternative_operationsjob_earliness_penalty{6.5}{-9.0}{-9.5}machine_cooldown{14.0}>{6.0},0.0
4,{0.0}+{-14.0}*{-13.0}+{-7.0}>pair_number_of_alternative_machines/job_lateness_penalty/{-4.0}/{-13.0}*pair_number_of_alternative_machines/operation_work_required>{-9.0}*machine_cooldown+{-11.0}-machine_capacity*{10.0}+{9.0}EOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-6.5}{-3.0}job_earliness_penalty{-2.0}job_time_alive{6.0}<job_earliness_penaltyoperation_work_required{14.0}>{7.0}{-6.0}machine_cooldownpair_expected_processing_time{-12.5}{12.5}{-12.0}{-7.5}{4.5}operation_work_requiredpair_expected_processing_time{7.5}{3.0}{-9.5}{-2.5}{14.0}{10.0}{-15.0},0.0
5,{0.0}+{-14.0}*{-13.0}+{-7.0}>pair_number_of_alternative_machines/job_lateness_penalty/{-4.0}/{-13.0}*pair_number_of_alternative_machines/operation_work_required>{-9.0}*machine_cooldown+{-11.0}-machine_capacity*{10.0}+{9.0}EOS,pair_number_of_alternative_machines<{8.0}{12.0}{-3.0}job_earliness_penalty{-2.0}{6.0}{6.0}<job_earliness_penalty{-6.0}{14.0}{-2.0}operation_work_required{-6.0}machine_cooldownpair_expected_processing_time{-12.5}{12.5}{-6.5}{1.0}{4.5}operation_work_requiredpair_expected_processing_timemachine_capacity{3.0}{-9.5}{-2.5}{14.0}{10.0}{-15.0},0.0
4,{0.0}-pair_number_of_alternative_machines>{9.0}-operation_work_required*machine_cooldown-{-7.0}/{14.0}/{-11.0}+{-11.0}*{3.0}>machine_capacity*{12.0}<{12.0}*job_time_alive/{-12.0}*machine_cooldownEOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-6.5}{12.0}NULL{-7.5}{6.0}{-3.0}{12.5}job_earliness_penalty{-6.0}{14.0}machine_cooldownoperation_work_required{-6.0}{5.0}pair_expected_processing_time{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_required{13.0}{-13.0}{3.0}{-9.5}{-2.5}{10.5}{10.0}{10.0},0.03125
5,{0.0}-pair_number_of_alternative_machines>{9.0}-operation_work_required*machine_cooldown-{-7.0}/{14.0}/{-11.0}+{-11.0}*{3.0}>machine_capacity*{12.0}<{12.0}*job_time_alive/{-12.0}*machine_cooldownEOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{12.0}{12.0}job_earliness_penalty{-7.5}{-8.5}{-3.0}{12.5}job_earliness_penalty{-6.0}{14.0}machine_cooldownoperation_work_required{-13.0}machine_cooldownpair_expected_processing_time{-12.5}job_earliness_penalty{-6.5}{1.0}{-12.0}operation_work_required{4.5}{6.5}{-9.0}{-9.5}{-2.5}{10.5}{10.0}{4.0},0.03125
4,{0.0}/{-1.0}>operation_cooldown+job_delivery_relaxation<{14.0}-machine_current_breakdown_rate>{10.0}/{-4.0}<{-8.0}-{-7.0}+{7.0}>machine_current_breakdown_rate-job_relative_deadline-machine_replacement_cooldown>{-5.0}<{-4.0}EOS,pair_number_of_alternative_machines{-6.5}{8.0}{-6.5}{-13.5}{-4.0}{-10.0}{1.5}pair_expected_work_power{12.5}{3.5}{-6.0}{-3.0}machine_cooldownoperation_work_required{-14.5}machine_cooldownpair_expected_processing_time{-12.5}{4.0}{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{6.5}{3.0}{-9.5}{-2.5}{10.5}pair_number_of_alternative_machines{10.0},0.0
5,{0.0}/{-1.0}>operation_cooldown+job_delivery_relaxation<{14.0}-machine_current_breakdown_rate>{10.0}/{-4.0}<{-8.0}-{-7.0}+{7.0}>machine_current_breakdown_rate-job_relative_deadline-machine_replacement_cooldown>{-5.0}<{-4.0}EOS,><{8.0}{12.0}{-3.0}job_earliness_penalty{-10.0}{1.5}{-3.0}{-8.5}{-9.5}{-6.0}{14.0}machine_cooldownoperation_work_required{-14.5}machine_cooldownpair_expected_processing_time{-12.5}EOS{-12.0}{1.0}{11.0}operation_work_requiredpair_expected_processing_time{6.5}{3.0}{-9.5}{-2.5}{10.5}>{4.0},0.0
4,{0.0}/{-14.0}+{0.0}/{6.0}+pair_number_of_alternative_machines+job_delivery_relaxation*pair_number_of_alternative_machines-{-12.0}+{3.0}<warehouse_utilization_rate-{-8.0}*{12.0}>operation_windup-{-11.0}-{-3.0}+{14.0}EOS,pair_number_of_alternative_machinesjob_lateness_penalty{8.0}{-6.5}{13.0}job_earliness_penaltyNULL>{-3.0}{7.5}job_earliness_penalty{-6.0}<{5.5}{-10.5}{-6.0}machine_cooldown{-7.0}{-12.5}{12.5}{-12.0}{1.0}{11.0}operation_work_required{3.5}{6.5}{3.0}{-9.5}{-2.5}{14.0}{2.5}EOS,0.03125
